LLM,False Positives,False Negatives,Incorrect Extractions,Correct Matches,Precision,Recall,F1score,Accuracy,Parsed,Hospital,Prompt,Distressed
Ihor/gliner-biomed-base-v1.0,16.90861833105335,40.908618331053354,0,1.0913816689466491,6.0632314941480505,2.5985277832063076,3.637938896488831,2.5985277832063076,,CHEO,None,True
GLiNER,11.568840579710145,58.56884057971015,0,1.4311594202898548,11.008918617614267,2.3852657004830915,3.92098471312289,2.3852657004830915,,CHEO,None,True
GLiNER,12.359920634920634,47.359920634920634,0,2.640079365079365,17.6005291005291,5.28015873015873,8.123321123321123,5.28015873015873,,Kingston,None,False
GLiNER,14.03100358422939,45.03100358422939,0,0.9689964157706094,6.459976105137395,2.1065139473274117,3.177037428756096,2.1065139473274117,,SickKids,None,False
Ihor/gliner-biomed-base-v1.0,15.97378277153558,57.97378277153558,0,0.026217228464419474,0.1638576779026217,0.045202118042102536,0.07085737422816074,0.045202118042102536,,LHSC,None,True
Ihor/gliner-biomed-base-v1.0,14.93134670207841,52.93134670207841,0,1.0686532979215906,6.679083112009941,1.9789875887436863,3.0532951369188304,1.9789875887436863,,Kingston,None,True
Ihor/gliner-biomed-base-v1.0,18.8290273556231,45.8290273556231,0,0.17097264437689969,0.8998560230363141,0.37167966168891237,0.5260696750058452,0.37167966168891237,,LHSC,None,True
Ihor/gliner-biomed-base-v1.0,20.467338586419874,62.46733858641988,0,0.5326614135801253,2.5364829218101206,0.8454943072700403,1.2682414609050603,0.8454943072700403,,SickKids,None,False
Ihor/gliner-biomed-base-v1.0,16.67965367965368,60.67965367965368,0,1.32034632034632,7.335257335257333,2.129590839268258,3.3008658008657994,2.129590839268258,,LHSC,None,False
GLiNER,14.322549019607843,58.32254901960784,0,1.677450980392157,10.48406862745098,2.795751633986928,4.414344685242518,2.795751633986928,,MtSinai,None,False
Ihor/gliner-biomed-base-v1.0,19.23405902273827,49.234059022738265,0,0.7659409772617322,3.829704886308661,1.5318819545234643,2.1884027921763773,1.5318819545234643,,Hamilton,None,False
Ihor/gliner-biomed-base-v1.0,17.219390348700692,45.21939034870069,0,0.7806096512993065,4.336720284996147,1.6969775028245795,2.439405160310333,1.6969775028245795,,CHEO,None,True
GLiNER,13.81080031080031,40.81080031080031,0,1.1891996891996892,7.927997927997928,2.831427831427831,4.172630488419961,2.831427831427831,,MtSinai,None,False
GLiNER,3.5,49.5,0,0.5,12.5,1.0,1.8518518518518519,1.0,,SickKids,None,True
GLiNER,15.517142857142858,41.51714285714286,0,0.4828571428571428,3.017857142857143,1.1496598639455782,1.6650246305418717,1.1496598639455782,,SickKids,None,False
Ihor/gliner-biomed-base-v1.0,18.677308326642592,61.67730832664259,0,0.32269167335740806,1.6983772281968845,0.5204704408990453,0.796769563845452,0.5204704408990453,,SickKids,None,False
GLiNER,12.711134453781513,39.71113445378151,0,2.288865546218487,15.259103641456578,5.449679871948778,8.031107179713986,5.449679871948778,,NYGH,None,False
Ihor/gliner-biomed-base-v1.0,17.620526199180237,50.62052619918024,0,1.3794738008197627,7.2603884253671715,2.6528342323456973,3.8858416924500356,2.6528342323456973,,Kingston,None,False
GLiNER,11.654166666666667,61.65416666666667,0,1.3458333333333334,10.352564102564104,2.1362433862433865,3.5416666666666674,2.1362433862433865,,NYGH,None,True
GLiNER,8.989718614718615,77.98971861471861,0,2.0102813852813846,18.275285320739858,2.5128517316017307,4.418200846772274,2.5128517316017307,,NYGH,None,True
GLiNER,14.245632687096101,37.245632687096105,0,2.7543673129038986,16.20216066414058,6.8859182822597464,9.664446711943503,6.8859182822597464,,Hamilton,None,False
GLiNER,14.141639254385964,42.141639254385964,0,1.8583607456140352,11.61475466008772,4.223547149122807,6.194535818713451,4.223547149122807,,Kingston,None,False
GLiNER,5.909090909090909,45.90909090909091,0,2.090909090909091,26.136363636363637,4.3560606060606055,7.467532467532466,4.3560606060606055,,LHSC,None,True
GLiNER,9.789285714285715,55.78928571428571,0,0.21071428571428572,2.107142857142857,0.3762755102040816,0.6385281385281385,0.3762755102040816,,CHEO,None,True
Ihor/gliner-biomed-base-v1.0,15.729207875457876,62.729207875457874,0,1.2707921245421248,7.475247791424263,1.98561269459707,3.137758332202777,1.98561269459707,,LHSC,None,False
Ihor/gliner-biomed-base-v1.0,18.62045763633891,38.62045763633891,0,1.3795423636610908,6.897711818305455,3.4488559091527273,4.59847454553697,3.4488559091527273,,NYGH,None,False
Ihor/gliner-biomed-base-v1.0,18.007876273261104,81.0078762732611,0,0.9921237267388966,5.221703824941561,1.2099069838279226,1.964601439086924,1.2099069838279226,,Hamilton,None,False
GLiNER,14.335284490228169,37.33528449022817,0,2.6647155097718302,15.674797116304884,6.661788774429575,9.349878981655545,6.661788774429575,,Hamilton,None,False
Ihor/gliner-biomed-base-v1.0,15.640632817911953,64.64063281791195,0,1.3593671820880466,7.9962775416943925,2.0596472455879495,3.275583571296498,2.0596472455879495,,MtSinai,None,False
GLiNER,12.398871961371963,44.39887196137196,0,3.6011280386280378,22.507050241425237,7.502350080475079,11.253525120712618,7.502350080475079,,CHEO,None,False
Ihor/gliner-biomed-base-v1.0,14.995599559955995,47.995599559956,0,0.0044004400440044,0.029336266960029337,0.009167583425009167,0.0139696509333473,0.009167583425009167,,SickKids,None,True
Ihor/gliner-biomed-base-v1.0,16.46402421478895,45.46402421478895,0,0.5359757852110522,3.152798736535601,1.1651647504588092,1.7015104292414358,1.1651647504588092,,NYGH,None,True
Ihor/gliner-biomed-base-v1.0,18.363467745397323,43.36346774539732,0,0.6365322546026759,3.350169761066715,1.4466642150060816,2.020737316198971,1.4466642150060816,,Hamilton,None,False
GLiNER,13.117521367521368,59.11752136752137,0,0.8824786324786323,6.3034188034188015,1.4707977207977205,2.3850773850773845,1.4707977207977205,,MtSinai,None,False
Ihor/gliner-biomed-base-v1.0,17.9672131147541,59.967213114754095,0,0.03278688524590164,0.18214936247723132,0.0546448087431694,0.08406893652795291,0.0546448087431694,,MtSinai,None,True
Ihor/gliner-biomed-base-v1.0,17.104628237259817,49.10462823725982,0,0.8953717627401837,4.974287570778799,1.7907435254803674,2.6334463610005403,1.7907435254803674,,Kingston,None,False
GLiNER,6.523809523809524,79.52380952380952,0,1.4761904761904763,18.452380952380953,1.8224573780129336,3.3172819689673623,1.8224573780129336,,NYGH,None,True
GLiNER,14.02225321367936,37.02225321367936,0,0.9777467863206402,6.518311908804268,2.5730178587385266,3.6896105144175095,2.5730178587385266,,Kingston,None,False
Ihor/gliner-biomed-base-v1.0,15.151439080243428,43.15143908024343,0,0.8485609197565719,5.303505748478575,1.9285475449012996,2.828536399188573,1.9285475449012996,,MtSinai,None,False
GLiNER,8.026515151515152,63.02651515151515,0,1.9734848484848484,19.734848484848484,3.036130536130536,5.262626262626263,3.036130536130536,,NYGH,None,True
Ihor/gliner-biomed-base-v1.0,21.413154230178574,74.41315423017858,0,0.5868457698214251,2.6674807719155686,0.7824610264285669,1.2099912779823199,0.7824610264285669,,Kingston,None,True
Ihor/gliner-biomed-base-v1.0,18.263035602321317,49.26303560232132,0,0.7369643976786835,3.878759987782545,1.473928795357367,2.13612868892372,1.473928795357367,,Hamilton,None,False
GLiNER,12.581207842077406,95.5812078420774,0,2.4187921579225935,16.12528105281729,2.46815526318632,4.2810480671196345,2.46815526318632,,NYGH,None,False
Ihor/gliner-biomed-base-v1.0,15.90855735395209,68.90855735395209,0,2.0914426460479087,11.61912581137727,2.945693867673111,4.699871114714401,2.945693867673111,,NYGH,None,False
GLiNER,10.458683473389357,73.45868347338936,0,1.541316526610644,12.844304388422035,2.0550887021475255,3.543256383012975,2.0550887021475255,,MtSinai,None,True
Ihor/gliner-biomed-base-v1.0,17.893703504043128,39.893703504043124,0,0.10629649595687331,0.5905360886492962,0.2657412398921833,0.3665396412305976,0.2657412398921833,,Hamilton,None,True
Ihor/gliner-biomed-base-v1.0,15.518940682260506,56.51894068226051,0,1.4810593177394944,8.712113633761732,2.5535505478267146,3.949491513971985,2.5535505478267146,,NYGH,None,False
Ihor/gliner-biomed-base-v1.0,16.232341790609507,63.23234179060951,0,0.7676582093904929,4.515636525826429,1.1994659521726452,1.8954523688654146,1.1994659521726452,,Kingston,None,False
Ihor/gliner-biomed-base-v1.0,16.708412698412697,41.7084126984127,0,0.2915873015873016,1.7152194211017742,0.6942554799697657,0.9884315308044122,0.6942554799697657,,CHEO,None,True
GLiNER,13.347207939119704,55.347207939119706,0,0.6527920608802963,4.6628004348592595,1.1657001087148149,1.8651201739437038,1.1657001087148149,,MtSinai,None,False
Ihor/gliner-biomed-base-v1.0,18.860810383328694,65.8608103833287,0,0.1391896166713074,0.7325769298489863,0.21089335859289,0.32750498040307624,0.21089335859289,,SickKids,None,True
Ihor/gliner-biomed-base-v1.0,19.176370170709795,56.176370170709795,0,0.8236298292902067,4.118149146451033,1.4449646127898361,2.1392982578966406,1.4449646127898361,,Kingston,None,True
Ihor/gliner-biomed-base-v1.0,15.984615895800106,46.984615895800104,0,1.0153841041998939,5.9728476717640815,2.1153835504164458,3.12425878215352,2.1153835504164458,,MtSinai,None,False
GLiNER,12.666666666666666,39.666666666666664,0,0.3333333333333333,2.564102564102564,0.8333333333333334,1.2578616352201257,0.8333333333333334,,SickKids,None,True
Ihor/gliner-biomed-base-v1.0,17.259896353646354,39.259896353646354,0,0.7401036463536463,4.111686924186924,1.8502591158841157,2.5520815391505045,1.8502591158841157,,NYGH,None,True
GLiNER,10.159420289855072,65.15942028985508,0,0.8405797101449275,7.64163372859025,1.2736056214317084,2.1833239224543575,1.2736056214317084,,Hamilton,None,True
Ihor/gliner-biomed-base-v1.0,19.64093067998679,41.640930679986795,0,0.35906932001320724,1.7953466000660363,0.8549269524123982,1.1582881290748621,0.8549269524123982,,SickKids,None,False
GLiNER,13.5747204582942,44.5747204582942,0,1.4252795417058002,9.501863611372,3.098433786316957,4.673047677723935,3.098433786316957,,Kingston,None,False
Ihor/gliner-biomed-base-v1.0,15.638048780487804,58.63804878048781,0,2.361951219512196,13.121951219512198,3.87205117952819,5.979623340537206,3.87205117952819,,CHEO,None,False
GLiNER,12.795112781954888,47.795112781954884,0,2.2048872180451125,14.699248120300751,4.409774436090225,6.784268363215732,4.409774436090225,,LHSC,None,False
Ihor/gliner-biomed-base-v1.0,17.386491403578976,62.38649140357897,0,1.613508596421024,8.492150507479074,2.5211071819078503,3.887972521496444,2.5211071819078503,,NYGH,None,False
Ihor/gliner-biomed-base-v1.0,15.419740413406743,76.41974041340674,0,2.5802595865932583,14.334775481073658,3.266151375434504,5.3201228589551715,3.266151375434504,,NYGH,None,False
GLiNER,6.479166666666667,57.479166666666664,0,0.5208333333333334,7.440476190476191,0.8979885057471265,1.6025641025641026,0.8979885057471265,,Kingston,None,True
Ihor/gliner-biomed-base-v1.0,15.435649350649351,52.43564935064935,0,2.564350649350649,14.246392496392493,4.662455726092089,7.025618217399039,4.662455726092089,,CHEO,None,False
GLiNER,9.321428571428571,64.32142857142857,0,1.6785714285714286,15.259740259740258,2.5432900432900434,4.359925788497217,2.5432900432900434,,SickKids,None,True
GLiNER,11.095238095238095,49.095238095238095,0,0.9047619047619047,7.5396825396825395,1.8095238095238095,2.9185867895545314,1.8095238095238095,,LHSC,None,True
GLiNER,9.637376638680218,87.63737663868022,0,0.362623361319782,3.6262336131978197,0.41207200149975226,0.7400476761628203,0.41207200149975226,,Kingston,None,True
GLiNER,7.125437010247137,112.12543701024714,0,0.8745629897528632,10.93203737191079,0.7739495484538612,1.445558660748534,0.7739495484538612,,Kingston,None,True
Ihor/gliner-biomed-base-v1.0,14.760360539763056,55.760360539763056,0,2.2396394602369445,13.174349766099674,3.861447345236111,5.972371893965185,3.861447345236111,,CHEO,None,False
Ihor/gliner-biomed-base-v1.0,18.896123396123397,59.89612339612339,0,0.10387660387660388,0.5467189677715995,0.17312767312767313,0.26297874399140225,0.17312767312767313,,Hamilton,None,True
GLiNER,11.054545454545455,48.054545454545455,0,1.9454545454545458,14.965034965034969,3.8909090909090915,6.176046176046177,3.8909090909090915,,LHSC,None,False
GLiNER,13.479240162822252,39.47924016282225,0,0.5207598371777477,3.7197131226981974,1.301899592944369,1.9287401376953615,1.301899592944369,,Kingston,None,False
Ihor/gliner-biomed-base-v1.0,17.96097923444592,39.960979234445915,0,0.03902076555408282,0.21678203085601566,0.09755191388520705,0.13455436397959591,0.09755191388520705,,SickKids,None,True
GLiNER,7.357142857142858,37.357142857142854,0,0.6428571428571428,8.035714285714285,1.6917293233082706,2.795031055900621,1.6917293233082706,,Hamilton,None,True
GLiNER,11.191071428571428,55.191071428571426,0,0.8089285714285714,6.741071428571428,1.444515306122449,2.379201680672269,1.444515306122449,,Kingston,None,True
GLiNER,8.838095238095239,66.83809523809524,0,0.16190476190476188,1.7989417989417986,0.24164889836531625,0.42606516290726804,0.24164889836531625,,CHEO,None,True
Ihor/gliner-biomed-base-v1.0,15.192691622103386,38.19269162210339,0,1.8073083778966135,10.631225752333021,4.518270944741533,6.341432904900398,4.518270944741533,,LHSC,None,False
GLiNER,12.01774193548387,48.01774193548387,0,1.9822580645161292,14.15898617511521,3.9645161290322584,6.194556451612904,3.9645161290322584,,LHSC,None,False
GLiNER,4.994871794871795,42.9948717948718,0,3.005128205128205,37.56410256410256,6.532887402452619,11.130104463437794,6.532887402452619,,MtSinai,None,True
GLiNER,8.785714285714286,41.785714285714285,0,0.21428571428571425,2.3809523809523805,0.510204081632653,0.8403361344537813,0.510204081632653,,Hamilton,None,True
GLiNER,13.711533704390847,89.71153370439085,0,2.288466295609153,14.302914347557206,2.4874633647925575,4.237900547424357,2.4874633647925575,,Hamilton,None,False
GLiNER,12.806306306306306,38.806306306306304,0,1.1936936936936937,8.526383526383526,2.9842342342342345,4.421087754421087,2.9842342342342345,,LHSC,None,False
Ihor/gliner-biomed-base-v1.0,19.57266279943829,43.57266279943829,0,0.42733720056170754,2.1366860028085375,0.9712209103675172,1.3354287517553363,0.9712209103675172,,SickKids,None,False
Ihor/gliner-biomed-base-v1.0,16.1194531000914,122.11945310009139,0,1.8805468999086021,10.447482777270011,1.5165700805714535,2.6486576055050737,1.5165700805714535,,LHSC,None,False
Ihor/gliner-biomed-base-v1.0,12.989601386481802,59.9896013864818,0,0.010398613518197573,0.07998933475536595,0.01733102253032929,0.028489352104650884,0.01733102253032929,,CHEO,None,True
Ihor/gliner-biomed-base-v1.0,17.301593521421108,61.30159352142111,0,0.6984064785788924,3.8800359921049576,1.12646206222402,1.7460161964472312,1.12646206222402,,MtSinai,None,True
GLiNER,8.8,44.8,0,1.2,12.0,2.608695652173913,4.285714285714286,2.608695652173913,,SickKids,None,True
GLiNER,9.735576923076923,46.73557692307692,0,1.2644230769230769,11.494755244755245,2.6342147435897436,4.286179921773143,2.6342147435897436,,Hamilton,None,True
GLiNER,11.181096681096681,76.18109668109668,0,2.8189033189033186,20.135023706452277,3.568232049244707,6.0621576750609,3.568232049244707,,NYGH,None,True
Ihor/gliner-biomed-base-v1.0,15.872053872053872,43.872053872053876,0,2.1279461279461276,11.821922933034042,4.625969843361147,6.649831649831648,4.625969843361147,,Kingston,None,True
Ihor/gliner-biomed-base-v1.0,17.09109341410983,41.09109341410983,0,0.90890658589017,5.0494810327231665,2.1640632997385003,3.0296886196339003,2.1640632997385003,,NYGH,None,True
Ihor/gliner-biomed-base-v1.0,15.291881598860071,44.29188159886007,0,1.7081184011399293,10.047755300823113,3.7133008720433245,5.422598098856918,3.7133008720433245,,NYGH,None,False
GLiNER,13.917606516290727,54.917606516290725,0,1.0823934837092732,7.215956558061822,1.932845506623702,3.048995728758516,1.932845506623702,,MtSinai,None,False
Ihor/gliner-biomed-base-v1.0,15.922795952120651,45.92279595212065,0,0.07720404787934852,0.48252529924592824,0.1678348866942359,0.24904531573983393,0.1678348866942359,,MtSinai,None,True
Ihor/gliner-biomed-base-v1.0,17.48967728084027,45.48967728084027,0,0.510322719159731,2.8351262175540612,1.1093972155646326,1.594758497374159,1.1093972155646326,,Kingston,None,False
Ihor/gliner-biomed-base-v1.0,18.487155500563322,66.48715550056332,0,0.5128444994366782,2.6991815759825166,0.7654395513980272,1.192661626596926,0.7654395513980272,,SickKids,None,True
Ihor/gliner-biomed-base-v1.0,19.46486067538699,53.464860675386994,0,0.5351393246130087,2.6756966230650434,0.9909987492833495,1.4463224989540777,0.9909987492833495,,SickKids,None,False
Ihor/gliner-biomed-base-v1.0,6.980716253443526,62.980716253443525,0,0.01928374655647383,0.27548209366391185,0.030609121518212427,0.055096418732782364,0.030609121518212427,,SickKids,None,True
GLiNER,12.684056732740943,63.68405673274094,0,2.3159432672590565,15.439621781727045,3.50900495039251,5.718378437676683,3.50900495039251,,Kingston,None,False
Ihor/gliner-biomed-base-v1.0,14.816354859450835,40.81635485945083,0,1.183645140549165,7.397782128432281,2.8182027155932503,4.0815349674109145,2.8182027155932503,,LHSC,None,False
Ihor/gliner-biomed-base-v1.0,16.419675525712677,54.41967552571268,0,1.5803244742873224,8.779580412707347,2.8220079897987898,4.271147227803574,2.8220079897987898,,MtSinai,None,False
Ihor/gliner-biomed-base-v1.0,16.369797317377962,38.36979731737796,0,1.6302026826220377,9.056681570122432,4.075506706555094,5.621388560765648,4.075506706555094,,CHEO,None,False
GLiNER,13.227509504435403,53.2275095044354,0,0.7724904955645966,5.517789254032833,1.430537954749253,2.272030869307637,1.430537954749253,,Kingston,None,False
Ihor/gliner-biomed-base-v1.0,9.956304026987139,57.95630402698714,0,0.043695973012861065,0.43695973012861067,0.07533788450493288,0.12851756768488554,0.07533788450493288,,CHEO,None,True
GLiNER,14.391585581601062,57.39158558160106,0,0.6084144183989386,4.056096122659591,1.0489903765498942,1.6668888175313388,1.0489903765498942,,MtSinai,None,False
Ihor/gliner-biomed-base-v1.0,16.13019383253663,42.130193832536634,0,1.8698061674633684,10.387812041463157,4.249559471507655,6.031632798268929,4.249559471507655,,MtSinai,None,False
Ihor/gliner-biomed-base-v1.0,15.87765006385696,49.87765006385696,0,0.12234993614303959,0.7646871008939974,0.24469987228607917,0.37075738225163507,0.24469987228607917,,LHSC,None,True
Ihor/gliner-biomed-base-v1.0,9.157587645557008,76.15758764555702,0,0.8424123544429916,8.424123544429914,1.0940420187571318,1.936580125156302,1.0940420187571318,,Kingston,None,True
GLiNER,5.788636363636364,63.788636363636364,0,0.21136363636363636,3.5227272727272725,0.3302556818181818,0.6038961038961039,0.3302556818181818,,SickKids,None,True
Ihor/gliner-biomed-base-v1.0,16.47827903091061,42.47827903091061,0,1.5217209690893903,8.454005383829946,3.4584567479304322,4.908777319643194,3.4584567479304322,,Kingston,None,False
Ihor/gliner-biomed-base-v1.0,16.79934870109464,95.79934870109464,0,0.20065129890535835,1.1803017582668138,0.20901176969308163,0.35513504231036885,0.20901176969308163,,MtSinai,None,True
Ihor/gliner-biomed-base-v1.0,16.695734337239884,79.69573433723988,0,1.3042656627601172,7.245920348667317,1.6102045219260706,2.6348801267881155,1.6102045219260706,,MtSinai,None,False
Ihor/gliner-biomed-base-v1.0,20.864481504789875,70.86448150478988,0,0.13551849521012518,0.6453261676672628,0.19087112001426082,0.2946054243698374,0.19087112001426082,,MtSinai,None,True
Ihor/gliner-biomed-base-v1.0,19.70596541764782,72.70596541764782,0,0.29403458235217916,1.4701729117608957,0.40278709911257415,0.6323324351659766,0.40278709911257415,,MtSinai,None,True
GLiNER,13.355489290752853,57.35548929075286,0,2.6445107092471463,16.528191932794662,4.407517848745244,6.959238708545122,4.407517848745244,,Kingston,None,False
GLiNER,9.763636363636364,39.763636363636365,0,0.23636363636363636,2.3636363636363638,0.5909090909090909,0.9454545454545455,0.5909090909090909,,SickKids,None,True
GLiNER,14.896953014940173,46.89695301494017,0,1.103046985059827,6.894043656623919,2.298014552207973,3.4470218283119594,2.298014552207973,,Hamilton,None,False
GLiNER,12.73409466350643,51.734094663506426,0,2.2659053364935717,15.10603557662381,4.196120993506614,6.567841555053831,4.196120993506614,,MtSinai,None,False
Ihor/gliner-biomed-base-v1.0,18.901293133740953,49.90129313374095,0,0.09870686625904844,0.5195098224160444,0.19741373251809688,0.2861068587218795,0.19741373251809688,,Hamilton,None,True
Ihor/gliner-biomed-base-v1.0,16.66975675186882,74.66975675186882,0,1.330243248131179,7.390240267395439,1.750320063330499,2.830304783257828,1.750320063330499,,CHEO,None,False
GLiNER,9.808333333333334,37.80833333333333,0,0.19166666666666665,1.9166666666666665,0.5043859649122806,0.798611111111111,0.5043859649122806,,Hamilton,None,True
GLiNER,13.148892773892774,40.148892773892776,0,1.8511072261072254,12.340714840714837,4.4073981573981555,6.4951130740604395,4.4073981573981555,,NYGH,None,False
Ihor/gliner-biomed-base-v1.0,14.548282828282828,57.54828282828283,0,0.45171717171717174,3.0114478114478116,0.7788227098571927,1.2375812923758132,0.7788227098571927,,NYGH,None,True
GLiNER,14.449509803921568,38.44950980392157,0,1.5504901960784314,9.690563725490197,3.8762254901960786,5.537464985994397,3.8762254901960786,,NYGH,None,True
Ihor/gliner-biomed-base-v1.0,17.455157856244814,42.45515785624481,0,1.5448421437551867,8.1307481250273,3.511004872170879,4.90426077382599,3.511004872170879,,NYGH,None,False
GLiNER,6.575757575757576,65.57575757575758,0,1.4242424242424243,17.803030303030305,2.125734961555857,3.797979797979798,2.125734961555857,,LHSC,None,True
GLiNER,14.212698412698412,72.21269841269842,0,1.7873015873015878,11.170634920634924,2.415272415272416,3.9717813051146393,2.415272415272416,,MtSinai,None,False
Ihor/gliner-biomed-base-v1.0,5.9799819837854065,59.97998198378541,0,0.020018016214593135,0.33363360357655225,0.033363360357655227,0.060660655195736775,0.033363360357655227,,LHSC,None,True
GLiNER,13.170582706766918,44.170582706766915,0,1.8294172932330826,12.19611528822055,3.9769941157240924,5.998089486010107,3.9769941157240924,,Kingston,None,False
Ihor/gliner-biomed-base-v1.0,17.74144964231171,48.741449642311714,0,1.2585503576882886,6.623949250990993,2.517100715376577,3.6479720512704024,2.517100715376577,,Kingston,None,False
Ihor/gliner-biomed-base-v1.0,17.760416666666668,63.760416666666664,0,1.2395833333333333,6.524122807017544,1.907051282051282,2.951388888888889,1.907051282051282,,NYGH,None,True
GLiNER,11.896793394777266,81.89679339477726,0,1.103206605222734,8.486204655559494,1.3291645846057036,2.298347094214029,1.3291645846057036,,MtSinai,None,True
Ihor/gliner-biomed-base-v1.0,18.773990192282874,58.773990192282874,0,0.22600980771712476,1.189525303774341,0.3830674707069911,0.579512327479807,0.3830674707069911,,SickKids,None,True
GLiNER,14.168771929824562,55.16877192982456,0,0.8312280701754386,5.541520467836258,1.4843358395989976,2.3414875216209543,1.4843358395989976,,SickKids,None,False
GLiNER,7.231372549019608,57.23137254901961,0,0.7686274509803921,9.607843137254902,1.3252197430696415,2.329174093879976,1.3252197430696415,,LHSC,None,True
Ihor/gliner-biomed-base-v1.0,14.919540229885058,78.91954022988506,0,0.08045977011494251,0.53639846743295,0.10184781027207912,0.17119100024455852,0.10184781027207912,,LHSC,None,True
Ihor/gliner-biomed-base-v1.0,17.78938429895237,57.78938429895237,0,0.21061570104763105,1.1700872280423946,0.3631305190476397,0.5542518448621869,0.3631305190476397,,MtSinai,None,True
Ihor/gliner-biomed-base-v1.0,18.746395380953103,61.7463953809531,0,0.2536046190468979,1.33476115287841,0.4090397081401579,0.6261842445602418,0.4090397081401579,,SickKids,None,False
GLiNER,10.568181818181818,81.56818181818181,0,2.431818181818181,18.706293706293703,2.895021645021644,5.014058106841611,2.895021645021644,,CHEO,None,True
GLiNER,12.100044563279859,40.10004456327986,0,3.899955436720141,24.374721479500884,8.863535083454867,12.999851455733802,8.863535083454867,,CHEO,None,False
Ihor/gliner-biomed-base-v1.0,17.936666932716097,64.9366669327161,0,0.06333306728390135,0.351850373799452,0.09743548812907901,0.15260980068409966,0.09743548812907901,,Kingston,None,True
Ihor/gliner-biomed-base-v1.0,18.85884362577307,47.85884362577307,0,0.14115637422693,0.7429282854048948,0.2940757796394375,0.4213623111251642,0.2940757796394375,,Hamilton,None,True
GLiNER,15.090611516143431,44.09061151614343,0,1.9093884838565691,11.231696963862172,4.150844530122976,6.061550742401806,4.150844530122976,,Hamilton,None,False
Ihor/gliner-biomed-base-v1.0,16.096518846790346,72.09651884679035,0,1.9034811532096558,10.574895295609199,2.5722718286616972,4.138002506977513,2.5722718286616972,,MtSinai,None,False
Ihor/gliner-biomed-base-v1.0,18.24209717236033,47.24209717236033,0,0.7579028276396693,3.9889622507351015,1.5789642242493112,2.2623965004169233,1.5789642242493112,,Hamilton,None,False
Ihor/gliner-biomed-base-v1.0,18.884525352779384,57.884525352779384,0,0.11547464722061512,0.6077613011611323,0.19909421934588817,0.29993414862497436,0.19909421934588817,,SickKids,None,True
Ihor/gliner-biomed-base-v1.0,17.86018167537479,64.86018167537479,0,0.13981832462520916,0.7767684701400508,0.2151051148080141,0.33691162560291366,0.2151051148080141,,Hamilton,None,True
Ihor/gliner-biomed-base-v1.0,17.93237037037037,58.93237037037037,0,1.0676296296296297,5.6191033138401565,1.779382716049383,2.702859821847164,1.779382716049383,,Kingston,None,False
Ihor/gliner-biomed-base-v1.0,15.576839826839826,53.57683982683983,0,0.4231601731601731,2.6447510822510822,0.7836299502966169,1.2090290661719232,0.7836299502966169,,LHSC,None,True
GLiNER,10.900964187327824,46.90096418732782,0,3.099035812672176,22.135970090515542,6.198071625344352,9.68448691460055,6.198071625344352,,Kingston,None,False
Ihor/gliner-biomed-base-v1.0,17.74998014543469,50.74998014543469,0,1.250019854565309,6.579051866133205,2.403884335702517,3.521182688916363,2.403884335702517,,Kingston,None,True
GLiNER,11.502463054187192,63.50246305418719,0,0.4975369458128079,4.1461412151067325,0.7774014778325123,1.309307752138968,0.7774014778325123,,MtSinai,None,True
Ihor/gliner-biomed-base-v1.0,17.415930353430355,62.415930353430355,0,0.5840696465696464,3.244831369831369,0.9270946770946769,1.4421472754806082,0.9270946770946769,,NYGH,None,True
Ihor/gliner-biomed-base-v1.0,18.1310032966886,53.131003296688604,0,0.8689967033113988,4.573666859533678,1.609253154280368,2.380812885784654,1.609253154280368,,Hamilton,None,False
Ihor/gliner-biomed-base-v1.0,15.181297755068247,50.18129775506824,0,1.8187022449317531,10.698248499598547,3.4975043171764484,5.27160070994711,3.4975043171764484,,MtSinai,None,False
Ihor/gliner-biomed-base-v1.0,19.3247113997114,61.3247113997114,0,0.6752886002886002,3.376443001443001,1.0891751617558068,1.6470453665575615,1.0891751617558068,,Hamilton,None,False
Ihor/gliner-biomed-base-v1.0,16.141012403718953,56.14101240371895,0,1.8589875962810483,10.327708868228045,3.2051510280707727,4.892072621792232,3.2051510280707727,,NYGH,None,False
Ihor/gliner-biomed-base-v1.0,19.55311013163057,47.553110131630575,0,0.446889868369427,2.234449341847135,0.9310205591029729,1.3143819657924323,0.9310205591029729,,SickKids,None,False
Ihor/gliner-biomed-base-v1.0,15.441813581155687,66.44181358115569,0,1.5581864188443137,9.165802463790081,2.2914506159475203,3.6663209855160326,2.2914506159475203,,NYGH,None,False
GLiNER,13.937001594896332,49.93700159489633,0,2.0629984051036683,12.893740031897927,3.9673046251993624,6.067642367951967,3.9673046251993624,,Kingston,None,False
GLiNER,14.025,51.025,0,0.9750000000000001,6.5,1.8750000000000002,2.9104477611940305,1.8750000000000002,,SickKids,None,False
GLiNER,13.214990625316712,50.214990625316716,0,1.7850093746832876,11.900062497888584,3.4327103359293996,5.328386193084441,3.4327103359293996,,NYGH,None,True
Ihor/gliner-biomed-base-v1.0,16.218867654085045,80.21886765408505,0,1.781132345914955,9.895179699527528,2.1721126169694576,3.5622646918299106,2.1721126169694576,,LHSC,None,False
Ihor/gliner-biomed-base-v1.0,16.598803157626687,52.59880315762669,0,1.4011968423733128,7.78442690207396,2.5948089673579866,3.8922134510369806,2.5948089673579866,,LHSC,None,False
